 0.250 8.238705e+02
 0.255 7.829539e+02
 0.260 7.430383e+02
 0.265 7.041331e+02
 0.270 6.661883e+02
 0.275 6.292081e+02
 0.280 5.931875e+02
 0.285 5.581157e+02
 0.290 5.239802e+02
 0.295 4.907826e+02
 0.300 4.585132e+02
 0.305 4.270381e+02
 0.310 3.963466e+02
 0.315 3.666191e+02
 0.320 3.380398e+02
 0.325 3.107841e+02
 0.330 2.848661e+02
 0.335 2.601574e+02
 0.340 2.366130e+02
 0.345 2.141878e+02
 0.350 1.927986e+02
 0.355 1.725311e+02
 0.360 1.537789e+02
 0.365 1.364140e+02
 0.370 1.203522e+02
 0.375 1.054945e+02
 0.380 9.188070e+01
 0.385 7.946690e+01
 0.390 6.820658e+01
 0.395 5.803473e+01
 0.400 4.885950e+01
 0.405 4.068867e+01
 0.410 3.345028e+01
 0.415 2.709167e+01
 0.420 2.153687e+01
 0.425 1.672062e+01
 0.430 1.260815e+01
 0.435 9.217373e+00
 0.440 6.447991e+00
 0.445 4.249688e+00
 0.450 2.566754e+00
 0.455 1.341739e+00
 0.460 5.337248e-01
 0.465 1.061437e-01
 0.470 0.000000e+00
 0.475 7.840970e-02
 0.480 3.455081e-01
 0.485 7.470479e-01
 0.490 1.200824e+00
 0.495 1.659178e+00
 0.500 2.023466e+00
 0.505 2.293160e+00
 0.510 2.450432e+00
 0.515 2.442234e+00
 0.520 2.313668e+00
 0.525 2.071022e+00
 0.530 1.700189e+00
 0.535 1.291759e+00
 0.540 9.181634e-01
 0.545 6.208474e-01
 0.550 4.759726e-01
 0.555 5.546260e-01
 0.560 9.164877e-01
 0.565 1.599272e+00
 0.570 2.716354e+00
 0.575 4.355240e+00
 0.580 6.526807e+00
 0.585 9.247457e+00
 0.590 1.261915e+01
 0.595 1.669491e+01
 0.600 2.153773e+01
 0.605 2.715848e+01
 0.610 3.360539e+01
 0.615 4.093153e+01
 0.620 4.919602e+01
 0.625 5.848290e+01
 0.630 6.881236e+01
 0.635 8.022836e+01
 0.640 9.275200e+01
 0.645 1.064464e+02
 0.650 1.214268e+02
 0.655 1.376962e+02
 0.660 1.552582e+02
 0.665 1.741570e+02
 0.670 1.944628e+02
 0.675 2.163027e+02
 0.680 2.392523e+02
 0.685 2.631791e+02
 0.690 2.881843e+02
 0.695 3.143134e+02
 0.700 3.416042e+02
 0.705 3.700224e+02
 0.710 3.995721e+02
 0.715 4.302911e+02
 0.720 4.622164e+02
 0.725 4.953761e+02
 0.730 5.297564e+02
 0.735 5.653546e+02
 0.740 6.022004e+02
 0.745 6.402973e+02
 0.750 6.797093e+02
