 0.0000 1.774095e+03
 0.0020 1.466091e+03
 0.0040 1.123331e+03
 0.0060 8.550461e+02
 0.0080 6.522620e+02
 0.0100 4.828154e+02
 0.0120 3.372855e+02
 0.0140 2.205104e+02
 0.0160 1.287975e+02
 0.0165 1.099726e+02
 0.0170 9.279975e+01
 0.0175 7.723877e+01
 0.0180 6.323759e+01
 0.0185 5.080315e+01
 0.0190 3.989869e+01
 0.0191 3.789848e+01
 0.0192 3.595854e+01
 0.0193 3.407871e+01
 0.0194 3.225872e+01
 0.0195 3.049839e+01
 0.0196 2.879747e+01
 0.0197 2.715575e+01
 0.0198 2.556882e+01
 0.0199 2.403800e+01
 0.0200 2.256564e+01
 0.0201 2.115478e+01
 0.0202 1.980851e+01
 0.0203 1.852675e+01
 0.0204 1.730938e+01
 0.0205 1.615631e+01
 0.0206 1.506743e+01
 0.0207 1.404266e+01
 0.0208 1.308188e+01
 0.0209 1.218499e+01
 0.0210 1.135191e+01
 0.0211 1.058252e+01
 0.0212 9.869076e+00
 0.0213 9.211339e+00
 0.0214 8.616863e+00
 0.0215 8.084877e+00
 0.0216 7.615906e+00
 0.0217 7.209900e+00
 0.0218 6.866762e+00
 0.0219 6.586395e+00
 0.0220 6.367501e+00
 0.0221 6.207568e+00
 0.0222 6.110123e+00
 0.0223 6.075067e+00
 0.0224 6.102303e+00
 0.0225 6.191733e+00
 0.0226 6.342624e+00
 0.0227 6.546537e+00
 0.0228 6.812248e+00
 0.0229 7.139653e+00
 0.0230 7.528658e+00
 0.0231 7.979159e+00
 0.0232 8.491056e+00
 0.0233 9.064251e+00
 0.0234 9.698642e+00
 0.0235 1.039413e+01
 0.0236 1.115061e+01
 0.0237 1.191345e+01
 0.0238 1.263305e+01
 0.0239 1.341317e+01
 0.0240 1.425269e+01
 0.0241 1.514341e+01
 0.0242 1.609429e+01
 0.0243 1.710524e+01
 0.0244 1.817618e+01
 0.0245 1.930700e+01
 0.0246 2.049765e+01
 0.0247 2.174801e+01
 0.0248 2.305803e+01
 0.0249 2.442759e+01
 0.0250 2.585662e+01
 0.0255 3.389872e+01
 0.0260 4.345406e+01
 0.0265 5.454227e+01
 0.0270 6.712994e+01
 0.0275 8.122618e+01
 0.0280 9.679971e+01
 0.0300 1.737086e+02
 0.0320 2.738806e+02
 0.0340 3.970110e+02
 0.0360 5.417469e+02
 0.0380 7.060851e+02
 0.0400 8.878573e+02
 0.0420 1.085052e+03
 0.0440 1.294322e+03
 0.0460 1.510965e+03
 0.0480 1.694305e+03
 0.0500 1.867493e+03
 0.0520 2.000340e+03
 0.0540 2.110836e+03
 0.0560 2.210796e+03
 0.0580 2.302229e+03
 0.0600 2.381411e+03
 0.0620 2.456392e+03
 0.0640 2.524528e+03
 0.0660 2.581647e+03
 0.0680 2.643184e+03
 0.0700 2.696676e+03
